Smiles,Standard Value,Standardized Smiles,inchi_key,scaffold,MolWt,NumHDonors,NumHAcceptors,TPSA,NumRotatableBonds,NumAromaticRings,logP,fp
CC(=O)N[C@@H]1Cc2c([nH]c3ccccc23)CN([C@@H](CCCCN)C(=O)NCCc2ccccc2)C1=O.O=C(O)C(F)(F)F,0.56,CC(=O)NC1Cc2c([nH]c3ccccc23)CN(C(CCCCN)C(=O)NCCc2ccccc2)C1=O,BZBKOTKAPXOMFC-UHFFFAOYSA-N,O=C(CN1Cc2[nH]c3ccccc3c2CCC1=O)NCCc1ccccc1,489.27398998,4,4,120.32,10,3,2.413800000000001,[0 1 0 ... 0 0 0]
NCCCC[C@@H](C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2C[C@@H](NC(=O)CCc2ccccc2)C1=O.O=C(O)C(F)(F)F,3.4,NCCCCC(C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2CC(NC(=O)CCc2ccccc2)C1=O,GGYYGVOSHKQLBY-UHFFFAOYSA-N,O=C(CN1Cc2[nH]c3ccccc3c2CC(NC(=O)CCc2ccccc2)C1=O)NCc1ccccc1,565.305290108,4,4,120.32,12,4,3.984200000000002,[0 1 0 ... 0 0 0]
CC(C)(C)n1cc(CN2CCCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)c(-c2ccc(F)c(F)c2F)n1,206.7,CC(C)(C)n1cc(CN2CCCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)c(-c2ccc(F)c(F)c2F)n1,GQTPUVOREKBOEK-UHFFFAOYSA-N,O=C1OC2(CCCN(Cc3c[nH]nc3-c3ccccc3)CC2)CN1c1ccccc1,556.2297401319998,1,5,87.9,5,3,5.802100000000006,[0 0 0 ... 0 0 0]
COc1ccc(-c2nn(C(C)(C)C)cc2CN2CCCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)cc1,26.77,COc1ccc(-c2nn(C(C)(C)C)cc2CN2CCCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)cc1,FCEQFHOHNCPYHD-UHFFFAOYSA-N,O=C1OC2(CCCN(Cc3c[nH]nc3-c3ccccc3)CC2)CN1c1ccccc1,532.2685702519999,1,6,97.13000000000001,6,3,5.393400000000005,[0 0 0 ... 0 0 0]
CCOc1cc(CN2CCC3(CC2)CN(c2cccc(C(=O)O)c2)C(=O)O3)cc(OCC)c1-c1ccc(F)cc1,9.153,CCOc1cc(CN2CCC3(CC2)CN(c2cccc(C(=O)O)c2)C(=O)O3)cc(OCC)c1-c1ccc(F)cc1,ZFMDOHODYSKTJM-UHFFFAOYSA-N,O=C1OC2(CCN(Cc3ccc(-c4ccccc4)cc3)CC2)CN1c1ccccc1,548.2322649959999,1,6,88.54000000000002,9,3,5.9797000000000065,[0 0 0 ... 0 0 0]
CCOc1cc(CN2CCC3(CC2)CN(c2cc(C(=O)O)ccn2)C(=O)O3)cc(OCC)c1-c1ccc(F)cc1,2.215,CCOc1cc(CN2CCC3(CC2)CN(c2cc(C(=O)O)ccn2)C(=O)O3)cc(OCC)c1-c1ccc(F)cc1,YUDLEZSMWZFNKT-UHFFFAOYSA-N,O=C1OC2(CCN(Cc3ccc(-c4ccccc4)cc3)CC2)CN1c1ccccn1,549.2275139639999,1,7,101.43,9,3,5.374700000000005,[0 0 0 ... 0 0 0]
NCCCC[C@@H](C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2C[C@@H](NC(=O)CC(c2ccccc2)c2ccccc2)C1=O,8.0,NCCCCC(C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2CC(NC(=O)CC(c2ccccc2)c2ccccc2)C1=O,HBLIGSJPLIFUFI-UHFFFAOYSA-N,O=C(CN1Cc2[nH]c3ccccc3c2CC(NC(=O)CC(c2ccccc2)c2ccccc2)C1=O)NCc1ccccc1,641.336590236,4,4,120.32,13,5,5.573600000000004,[0 1 0 ... 0 0 0]
NCCCC[C@@H](C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2C[C@@H](NC(=O)Cc2ccccc2)C1=O,1.2,NCCCCC(C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2CC(NC(=O)Cc2ccccc2)C1=O,FGKNVWQWKFERAE-UHFFFAOYSA-N,O=C(CN1Cc2[nH]c3ccccc3c2CC(NC(=O)Cc2ccccc2)C1=O)NCc1ccccc1,551.2896400440001,4,4,120.32,11,4,3.594100000000001,[0 1 0 ... 0 0 0]
NCCCC[C@@H](C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2C[C@@H](NC(=O)Cc2ccccc2)C1=O,1.2,NCCCCC(C(=O)NCc1ccccc1)N1Cc2[nH]c3ccccc3c2CC(NC(=O)Cc2ccccc2)C1=O,FGKNVWQWKFERAE-UHFFFAOYSA-N,O=C(CN1Cc2[nH]c3ccccc3c2CC(NC(=O)Cc2ccccc2)C1=O)NCc1ccccc1,551.2896400440001,4,4,120.32,11,4,3.594100000000001,[0 1 0 ... 0 0 0]
C[C@H](N)C(=O)NCC(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC1=O,5.0,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C([C@@H](C)O)NC(=O)C(Cc2ccccc2)NC(=O)C([C@@H](C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CCCCN)NC1=O,ZIHRAPFYJSDXSV-OQROCVGVSA-N,O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN1,1522.6737276759995,20,21,541.0399999999998,24,5,-3.273800000000037,[0 1 0 ... 0 0 0]
CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC1=O,2.4,CSCCC(NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(N)CO)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C([C@@H](C)O)NC(=O)C(Cc2ccccc2)NC(=O)C([C@@H](C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,GGYTXJNZMFRSLX-OKAMNBIXSA-N,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2)CSSCCN1,3146.463698804002,44,46,1321.8099999999995,76,5,-16.464800000000125,[0 1 0 ... 0 0 0]
C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,3.1,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C([C@@H](C)O)NC(=O)C(Cc2ccccc2)NC(=O)C([C@@H](C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,NHXLMOGPVYXJNR-MXSFDSMRSA-N,O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,1636.7166551079993,22,23,613.2299999999998,26,5,-4.913600000000021,[0 1 0 ... 0 0 0]
CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CCCCN)NC1=O,2.4,CSCCC(NC(=O)C(C)NC(=O)C1CCCN1C(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(N)CO)C(=O)NC(C)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C([C@@H](C)O)NC(=O)C(Cc2ccccc2)NC(=O)C([C@@H](C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,GGYTXJNZMFRSLX-OKAMNBIXSA-N,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2C(=O)CNC(=O)CNC(=O)CNC(=O)C2CCCN2)CSSCCN1,3146.463698804002,44,46,1321.8099999999995,76,5,-16.464800000000125,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)C(=O)N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O,521.0,C[C@@H](O)C(NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@@H]2O)C(=O)NC(Cc2ccc(O)c(I)c2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC([C@@H](C)O)C(=O)N1)C(=O)O,YFIRAPWYJSMMON-PFLOCXEQSA-N,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(Cc2ccccc2)NC[C@@H]2CCCCO2)CSSCCN1,1336.3641308759993,18,20,445.6799999999999,20,4,-2.972099999999998,[0 1 0 ... 0 0 0]
C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,69.0,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C([C@@H](C)O)NC(=O)C(Cc2ccccc2)NC(=O)C([C@@H](C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CC(N)=O)NC(=O)C(CCCCN)NC1=O,PPMRXEMNCQTEFU-NDGKIELJSA-N,O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CN1,1647.721406139999,21,23,597.4399999999998,26,5,-4.241700000000024,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@H](O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CSSC[C@H](C(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC1=O,34.0,C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)N(C)[C@H](O)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(N)Cc2ccc(O)cc2)CSSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O,ICRWYWRNSMBPNB-HMXJSEPSSA-N,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)NCNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccccc2)CSSCCNC(=O)C(Cc2ccccc2)NC(=O)CN1,1196.478322364,15,16,401.8599999999999,16,5,-0.22829999999999745,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2cccnc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(N)=O,2359.0,C[C@@H](O)C(NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2cccnc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC([C@@H](C)O)C(=O)N1)C(N)=O,UNAWBWKMKCINLS-IREGRQSXSA-N,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2cccnc2)NC(=O)C(NC(=O)CCc2ccccc2)CSSCCN1,1032.430978248,13,15,367.9699999999999,17,4,-1.9173999999999967,[0 1 0 ... 0 0 0]
Cn1cc(-c2ccc(F)c(F)c2F)c(CN2CCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)n1,2947.0,Cn1cc(-c2ccc(F)c(F)c2F)c(CN2CCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)n1,XYNOUFSWLOPVQX-UHFFFAOYSA-N,O=C1OC2(CCN(Cc3n[nH]cc3-c3ccccc3)CC2)CN1c1ccccc1,500.16713987599996,1,5,87.9,5,3,4.1940000000000035,[0 0 0 ... 0 0 0]
COc1c(-c2cn(C(C)C)nc2CN2CCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)ccc(F)c1F,190.9,COc1c(-c2cn(C(C)C)nc2CN2CCC3(CC2)CN(c2ccc(C(=O)O)cc2)C(=O)O3)ccc(F)c1F,CCRXRLVJTFASJK-UHFFFAOYSA-N,O=C1OC2(CCN(Cc3n[nH]cc3-c3ccccc3)CC2)CN1c1ccccc1,540.2184265,1,6,97.13000000000001,7,3,5.107400000000005,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccccc2)NC[C@]2(O)OC[C@H](O)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)C(=O)N[C@@H](Cc2ccc(O)c(I)c2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,75.0,C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)c(I)c2)NC(=O)C(NC(=O)C(Cc2ccccc2)NC[C@]2(O)OC[C@H](O)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)CSSCC(C(=O)N[C@@H](CO)[C@@H](C)O)NC1=O,NKJSZCVZUFLNNG-HZWFKICWSA-N,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(Cc2ccccc2)NCC2C[C@H](O[C@H]3CCCCO3)CCO2)CSSCCN1,1484.4376897399993,21,25,507.7600000000001,23,4,-5.238600000000004,[0 1 0 ... 0 0 0]
C[C@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(O)c([125I])c2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,50.0,C[C@H](O)[C@@H](CO)NC(=O)C1CSSCC(NC(=O)C(N)Cc2ccccc2)C(=O)NC(Cc2ccc(O)c([125I])c2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC([C@@H](C)O)C(=O)N1,HAEDWNRNLYOMDG-NYZAPDGFSA-N,O=C1CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2ccccc2)CSSCCN1,1158.3322000999997,14,15,352.44999999999993,17,4,-0.4951999999999858,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,4.8,C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(N)CSSCC(C(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC1=O,UCNKQLMKTJDSDK-IZHMAULISA-N,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCCNC(=O)C(Cc2ccccc2)NC(=O)CN1,1094.4353949320002,13,14,349.2899999999999,14,5,0.8544000000000167,[0 1 0 ... 0 0 0]
O=C1[C@H](Cc2ccc(OCc3ccccc3)cc2)N(CCC#Cc2ccccc2)C(=O)N1CCN1CCCC1,316.23,O=c1n(CCN2CCCC2)c(O)c(Cc2ccc(OCc3ccccc3)cc2)n1CCC#Cc1ccccc1,SLOCZFYQHMNIPN-UHFFFAOYSA-N,O=c1n(CCN2CCCC2)cc(Cc2ccc(OCc3ccccc3)cc2)n1CCC#Cc1ccccc1,521.2678419800001,1,4,59.63,10,4,5.0628000000000055,[0 0 0 ... 1 0 0]
C[C@@H](O)[C@@H]1NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)O)NC(=O)[C@@H](Cc2ccccc2)NC1=O,46.0,C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(N)CSSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O,PJRZZHKHLDKTKL-NBELJWRQSA-N,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCCNC(=O)C(Cc2ccccc2)NC(=O)CN1,1078.440480312,12,13,329.0599999999999,14,5,1.1488000000000167,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](NC(=O)[C@H](N)Cc2c[nH]c(C(=O)O)c2)CSSC[C@@H](C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(N)=O)NC1=O,218.0,C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2c[nH]c(C(=O)O)c2)CSSCC(C(=O)NC(Cc2ccc3ccccc3c2)C(N)=O)NC1=O,LSNCPDOPCVHFBM-MMVCOJLOSA-N,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)CCc2cc[nH]c2)CSSCC(C(=O)NCCc2ccc3ccccc3c2)NC(=O)CN1,1176.452107616,15,15,408.1699999999999,19,6,0.43460000000000937,[0 1 0 ... 0 0 0]
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NN(C(=O)N(C)C(=O)c2ccccc2)[C@@H](O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,768.0,C[C@@H](O)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NN(C(=O)N(C)C(=O)c2ccccc2)[C@@H](O)NC(=O)C(Cc2ccccc2)NC(=O)C(N)CSSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O,SQPLVZLTUHGUDH-AODINVQLSA-N,O=C1CNC(=O)C(Cc2c[nH]c3ccccc23)NN(C(=O)NC(=O)c2ccccc2)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCCNC(=O)C(Cc2ccccc2)NC(=O)CN1,1152.4521076160001,13,16,372.8399999999999,13,5,0.3960000000000095,[0 1 0 ... 0 0 0]
C[C@@H]1NC(=O)N(C)[C@H](O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,211.0,CC1NC(=O)N(C)[C@H](O)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(N)CSSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O,SEKPCRFTCJTKMS-FIGQYGFHSA-N,O=C1CNC(=O)NCNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CCSSCCNC(=O)C(Cc2ccccc2)N1,1022.3778800560001,11,12,306.2799999999999,9,5,1.0914000000000128,[0 0 0 ... 0 0 0]
C[C@H](N)C(=O)NCC(=O)N[C@@H]1CSSC[C@H](C(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC1=O,5.0,CC(N)C(=O)NCC(=O)NC1CSSCC(C(=O)O)NC(=O)C(CO)NC(=O)C([C@@H](C)O)NC(=O)C(Cc2ccccc2)NC(=O)C([C@@H](C)O)NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)C(CCCCN)NC1=O,ZIHRAPFYJSDXSV-OQROCVGVSA-N,O=C1CCSSCCNC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)CN1,1522.6737276759995,20,21,541.0399999999998,24,5,-3.273800000000037,[0 1 0 ... 0 0 0]
