Smiles,Standard Value,Standardized Smiles
Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n2)cn1,65.0,Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(CC(F)(F)F)C4)c3)n2)cn1
CC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCCN(C)CC1,4860.0,CCC(C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCCN(C)CC1
N#CC[C@H]1CC[C@H](n2c(C3NC(C4CC4)=NO3)nc3cnc4[nH]ccc4c32)CC1,4.5,N#CC[C@H]1CC[C@H](n2c(C3N=C(C4CC4)NO3)nc3cnc4[nH]ccc4c32)CC1
N#CC[C@H]1CC[C@H](n2c(CO/N=C(\N)c3ccccc3)nc3cnc4[nH]ccc4c32)CC1,4.4,N#CC[C@H]1CC[C@H](n2c(CON=C(N)c3ccccc3)nc3cnc4[nH]ccc4c32)CC1
O=C(N[C@]12CC1CN(c1nc(Nc3cnn(CCO)c3)ncc1Cl)C2)C1CC1,1491.0,O=C(N[C@]12CC1CN(c1nc(Nc3cnn(CCO)c3)ncc1Cl)C2)C1CC1
CCNC(=O)c1ccc(Nc2ncc(F)c(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1C,2214.0,CCNC(=O)c1ccc(Nc2ncc(F)c(N3CC4CC(C3)N4C(=O)C(C)(F)F)n2)cc1C
CCNC(=O)c1ccc(Nc2ncc(F)c(N3CC4CC(C3)N4C(=O)C(F)(F)F)n2)cc1C,1911.0,CCNC(=O)c1ccc(Nc2ncc(F)c(N3CC4CC(C3)N4C(=O)C(F)(F)F)n2)cc1C
CN(c1ncnc2[nH]ccc12)[C@@H]1C[C@@H]2CN(C(=O)CCC#N)C[C@@H]2C1,156.0,CN(c1ncnc2[nH]ccc12)[C@@H]1C[C@@H]2CN(C(=O)CCC#N)C[C@@H]2C1
CC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)[C@@H](C#N)C1,28.0,CC(C)(C)N[C@H]1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)[C@@H](C#N)C1
N#C[C@@H]1CCCC[C@H]1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCS3(=O)=O)n1,4.0,N#C[C@@H]1CCCC[C@H]1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCS3(=O)=O)n1
Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)c(N)n1,26.0,Cn1cc(-c2cn3nccc3c(-c3cnn([C@]4(CC#N)C[C@@H](C#N)C4)c3)n2)c(N)n1
CS(=O)(=O)c1ccc(Nc2oc(-c3c(F)cc(F)cc3F)nc2C(N)=O)cc1,412.0,CS(=O)(=O)c1ccc(Nc2oc(-c3c(F)cc(F)cc3F)nc2C(N)=O)cc1
CCC(CC)n1cc(-c2nc(-c3cnn([C@@H](C)[C@@H](C)O)c3)cn3nccc23)cn1,55.0,CCC(CC)n1cc(-c2nc(-c3cnn([C@@H](C)[C@@H](C)O)c3)cn3nccc23)cn1
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)C2CN(C3CC3)C2)C1,597.0,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)C2CN(C3CC3)C2)C1
COc1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CC#N)C3)c2F)cn1,0.3,COc1ccc(-c2nc(-c3cnn4ccccc34)nc(N[C@@H]3CCCN(C(=O)CC#N)C3)c2F)cn1
C[C@@H](CO)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F,3.0,C[C@@H](CO)Oc1nc(-c2cnn3ccccc23)nc(N[C@@H]2CCCN(C(=O)CO)C2)c1F
Cc1cc(-c2cc(N[C@@H]3CCCN(C(=O)CC#N)C3)nc(-c3cnn4ccccc34)n2)cc(C)n1,2.0,Cc1cc(-c2cc(N[C@@H]3CCCN(C(=O)CC#N)C3)nc(-c3cnn4ccccc34)n2)cc(C)n1
N#Cc1cnc(N2CCC[C@@H](Nc3cc(OCCO)nc(-c4cnn5ccccc45)n3)C2)cn1,3.0,N#Cc1cnc(N2CCC[C@@H](Nc3cc(OCCO)nc(-c4cnn5ccccc45)n3)C2)cn1
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OC[C@H](O)CO)c2F)CC1,0.5,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(OC[C@H](O)CO)c2F)CC1
N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)CC1,0.7,N#CC[C@H]1CC[C@H](Nc2nc(-c3cnn4ccccc34)nc(NCCO)c2F)CC1
O=C(CCn1cc(Nc2ncc(Cl)c(Nc3ccc(F)cc3)n2)cn1)NO,22.0,ON=C(O)CCn1cc(Nc2ncc(Cl)c(Nc3ccc(F)cc3)n2)cn1
O=C(/C=C/c1ccc(Cn2cc(Nc3ncc(Cl)c(Nc4ccc(F)cc4)n3)cn2)cc1)NO,43.0,ON=C(O)/C=C/c1ccc(Cn2cc(Nc3ncc(Cl)c(Nc4ccc(F)cc4)n3)cn2)cc1
CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)[C@@H](COC)N4CCN(C)CC4)cccc23)n1,2040.0,CCOc1nn(C)cc1Nc1ncc(C)c(-c2c[nH]c3c(NC(=O)C(COC)N4CCN(C)CC4)cccc23)n1
COc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2,70.0,COc1ccc2cc1COC/C=C/COCc1cccc(c1)-c1ccnc(n1)N2
CCN1CCN([C@H](C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4C)c[nH]c23)CC1,6240.0,CCN1CCN(C(C)C(=O)Nc2cccc3c(-c4nc(Nc5cn(C)nc5OC)ncc4C)c[nH]c23)CC1
Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(S(=O)(=O)C5CC5)C4)c3)n2)cn1,49.0,Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(S(=O)(=O)C5CC5)C4)c3)n2)cn1
C=CC(=O)N1CCC(Cn2nc(-c3cc(C)n(C)n3)c3c(N)ncnc32)CC1,437.0,C=CC(=O)N1CCC(Cn2nc(-c3cc(C)n(C)n3)c3c(N)ncnc32)CC1
C=CC(=O)N1CCC(n2nc(-c3cc(C)n(C)n3)c3c(N)ncnc32)CC1,642.1,C=CC(=O)N1CCC(n2nc(-c3cc(C)n(C)n3)c3c(N)ncnc32)CC1
C=CC(=O)Nc1cccc(Cn2nc(-c3cc(C(C)(C)O)n(C)n3)c3c(N)ncnc32)c1,102.0,C=CC(=O)Nc1cccc(Cn2nc(-c3cc(C(C)(C)O)n(C)n3)c3c(N)ncnc32)c1
C=CC(=O)N1CCCC(n2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)C1,13.1,C=CC(=O)N1CCCC(n2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)C1
C=CC(=O)Nc1cccc(Cn2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)c1,160.3,C=CC(=O)Nc1cccc(Cn2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)c1
CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CC(C#N)C2)C1,171.0,CN(c1ncnc2[nH]ccc12)[C@H]1C[C@@H](NS(=O)(=O)N2CC(C#N)C2)C1
C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,1131.0,C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1
O=C(Nc1ccc2cnccc2c1)[C@@H]1CC1c1ccc(S(=O)(=O)Nc2ccccc2)cc1,17.0,O=C(Nc1ccc2cnccc2c1)C1CC1c1ccc(S(=O)(=O)Nc2ccccc2)cc1
O=C(Nc1ccc2cncc(Cl)c2c1)[C@@H]1CC1c1ccc(S(=O)(=O)Nc2ncccn2)cc1,0.7,O=C(Nc1ccc2cncc(Cl)c2c1)C1CC1c1ccc(S(=O)(=O)Nc2ncccn2)cc1
Cc1cncc2ccc(NC(=O)[C@@H]3C[C@H]3c3ccc(S(=O)(=O)Nc4cncc(C5CCNCC5)n4)cc3)cc12,7.0,Cc1cncc2ccc(NC(=O)C3C[C@H]3c3ccc(S(=O)(=O)Nc4cncc(C5CCNCC5)n4)cc3)cc12
O=C(Nc1ccc2cncc(Cl)c2c1)[C@@H]1CC1c1ccc(S(=O)(=O)NC[C@@H]2CCCNC2)cc1,4.4,O=C(Nc1ccc2cncc(Cl)c2c1)C1CC1c1ccc(S(=O)(=O)NC[C@@H]2CCCNC2)cc1
O=C(Nc1nc2cccc(C3=CCC(NC(=O)C4CC4(F)F)CC3)n2n1)C1CC1,239.0,O=C(Nc1nc2cccc(C3=CCC(NC(=O)C4CC4(F)F)CC3)n2n1)C1CC1
N#CCC(=O)N1CCC[C@@H](Nc2c(-c3nc(C(N)=O)co3)cnc3[nH]ccc23)C1,55.0,N#CCC(=O)N1CCC[C@@H](Nc2c(-c3nc(C(N)=O)co3)cnc3[nH]ccc23)C1
C=CC(=O)N1CCC(Cn2nc(-c3cc(C=O)n(C)n3)c3c(N)ncnc32)CC1,914.5,C=CC(=O)N1CCC(Cn2nc(-c3cc(C=O)n(C)n3)c3c(N)ncnc32)CC1
C=CC(=O)Nc1ccc(Cn2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)cc1,604.7,C=CC(=O)Nc1ccc(Cn2nc(-c3cc(N4CCOCC4)n(C)n3)c3c(N)ncnc32)cc1
C=CC(=O)N1CCC(Cn2nc(Br)c3c(N)ncnc32)CC1,90.1,C=CC(=O)N1CCC(Cn2nc(Br)c3c(N)ncnc32)CC1
N#CCC(=O)N1CCCC(Cn2nc(Br)c3c(N)ncnc32)C1,396.4,N#CCC(=O)N1CCCC(Cn2nc(Br)c3c(N)ncnc32)C1
N#Cc1ccc(N[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,24.0,N#Cc1ccc(N[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1
C[C@@H]1CN(c2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)[C@@H]6CCC(=O)N6)C[C@H]5F)c(C#N)c4)n3)cc2)CCN1C1COC1,363000.0,C[C@@H]1CN(c2ccc(Nc3ncnc(-c4ccc(O[C@H]5CCN(C(=O)C6CCC(=O)N6)C[C@H]5F)c(C#N)c4)n3)cc2)CCN1C1COC1
N#CCc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,32.0,N#CCc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1
CN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C(=N)C(=N)NC(=N)C1CCN(C(N)=O)CC1)S(C)(=O)=O,16.0,CN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C(=N)C(=N)N=C(N)C1CCN(C(N)=O)CC1)S(C)(=O)=O
c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5CCC5)CC4)c23)[nH]1,110.0,c1cc2c(ncn3nnc([C@H]4CC[C@H](CNC5CCC5)CC4)c23)[nH]1
c1cc2c(ncn3nnc(C4CCCCCC4)c23)[nH]1,13.0,c1cc2c(ncn3nnc(C4CCCCCC4)c23)[nH]1
O=C[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,15.0,O=CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)[C@H](O)CO)CC1(F)F,98000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C(O)CO)CC1(F)F
N#CCCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,26.0,N#CCCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
Fc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)c(C(F)(F)F)c1,360.0,Fc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)c(C(F)(F)F)c1
C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,11.0,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
CCc1cc(S(C)(=O)=O)cc(F)c1N(C)c1cc2c(ncn2C)c(NC(=O)[C@H]2C[C@H]2F)n1,72.0,CCc1cc(S(C)(=O)=O)cc(F)c1N(C)c1cc2c(ncn2C)c(NC(=O)C2C[C@H]2F)n1
CC(C)CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C=N,241.0,CC(C)CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C=N
CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(N)=O)c2c(NCc2ccc(O)cc2N(C)S(C)(=O)=O)n1,5.8,CCc1cc(O)c(F)cc1-c1cc2[nH]nc(C(N)=O)c2c(NCc2ccc(O)cc2N(C)S(C)(=O)=O)n1
CN(c1cc(O)ccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,26.9,CN(c1cc(O)ccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(N)=O)c12)S(C)(=O)=O
CC1(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,64.0,CC1(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1
COc1cc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1N1CCN(C(C)=O)CC1,68000.0,COc1cc(Nc2ncnc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1N1CCN(C(C)=O)CC1
C[C@H](O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)C[C@@H]5C)cc4)n3)cc2C#N)C(F)(F)C1,213000.0,CC(O)C(=O)N1CC[C@H](Oc2ccc(-c3ncnc(Nc4ccc(N5CCN(C6COC6)C[C@@H]5C)cc4)n3)cc2C#N)C(F)(F)C1
Ic1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,4.9,Ic1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1
CS(=O)(=O)c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,42.0,CS(=O)(=O)c1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
N#CCC1(n2cc(-c3nc(-c4cc(CO)[nH]n4)cn4nccc34)cn2)CN(CC2CC2)C1,299.0,N#CCC1(n2cc(-c3nc(-c4cc(CO)[nH]n4)cn4nccc34)cn2)CN(CC2CC2)C1
O[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,53.0,O[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
O=C(N[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)OCc1ccccc1,32.0,O=C(N[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)OCc1ccccc1
Cc1cc(Nc2ncnc(-c3ccc(N4C[C@H](O)C[C@@H]4C)c(C#N)c3)n2)ccc1N1CCN(C2COC2)CC1,32000.0,Cc1cc(Nc2ncnc(-c3ccc(N4C[C@H](O)C[C@@H]4C)c(C#N)c3)n2)ccc1N1CCN(C2COC2)CC1
CCN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc(N)c1C(=N)C(N)=O)S(=O)(=O)CC,83.9,CCN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc(N)c1C(=N)C(N)=O)S(=O)(=O)CC
FC(F)(F)Sc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,28.0,FC(F)(F)Sc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,160.0,Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
N#Cc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)c2ccccc12,140.0,N#Cc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)c2ccccc12
Fc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1F,56.0,Fc1ccc(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1F
O[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,32.0,O[C@@H]1CCN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1
O[C@@H](CNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1,49.0,O[C@@H](CNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccccc1
O=C(O)C1CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,34.0,O=C(O)C1CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1
CC1(C)CC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,39.0,CC1(C)CC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
COCC1(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1,100.0,COCC1(NC[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)CC1
O=C(CC(F)(F)F)N1CCCC(c2nnn3cnc4[nH]ccc4c23)C1,76.0,O=C(CC(F)(F)F)N1CCCC(c2nnn3cnc4[nH]ccc4c23)C1
FC(F)(F)c1cccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1,28.0,FC(F)(F)c1cccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1
CCCCCC(CC#N)n1cc(-c2ncnc3[nH]ccc23)cn1,0.29,CCCCCC(CC#N)n1cc(-c2ncnc3[nH]ccc23)cn1
CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12,26.6,CCS(=O)(=O)N(C)c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)NC)c12
N#Cc1cc(F)ccc1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,32.0,N#Cc1cc(F)ccc1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
N#Cc1ccc(CN[C@H]2CC[C@@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1,490.0,N#Cc1ccc(CN[C@H]2CC[C@@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1
CNC(=O)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3cc(O)ccc3N(C)S(C)(=O)=O)c12,10.7,CNC(=O)c1[nH]nc2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3cc(O)ccc3N(C)S(C)(=O)=O)c12
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(c2cccnc2)C[C@H]1F,1000000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(c2cccnc2)C[C@H]1F
CS(=O)(=O)N1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1,345000.0,CS(=O)(=O)N1CCN(c2ccc(Nc3ncnc(-c4ccc(OC5CCOCC5)c(C#N)c4)n3)cc2)CC1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)C2(O)CC2)CC1,918000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCN(C(=O)C2(O)CC2)CC1
CC1CCN(C(=O)OC(C)(C)C)CC1c1nnn2cnc3[nH]ccc3c12,33.0,CC1CCN(C(=O)OC(C)(C)C)CC1c1nnn2cnc3[nH]ccc3c12
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCNCC1(F)F,242000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1OC1CCNCC1(F)F
CNC(=O)c1n[nH]c2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3ccccc3N(C)S(=O)(=O)CCOC)c12,29.2,CNC(=O)c1[nH]nc2cc(-c3cc(F)c(O)cc3CC(F)(F)F)nc(NCc3ccccc3N(C)S(=O)(=O)CCOC)c12
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)NO)C[C@H]1F,135000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(O)=NO)C[C@H]1F
Cc1nnc(-c2n[nH]c3cc(-c4cc(F)c(O)cc4CC(F)(F)F)nc(NCc4ccccc4N(C)S(C)(=O)=O)c23)[nH]1,129.0,Cc1n[nH]c(-c2[nH]nc3cc(-c4cc(F)c(O)cc4CC(F)(F)F)nc(NCc4ccccc4N(C)S(C)(=O)=O)c23)n1
N#Cc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1,180.0,N#Cc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c(F)c1
Cc1cc(C#N)ccc1NC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,320.0,Cc1cc(C#N)ccc1NC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
Cc1cc(OC(F)(F)F)ccc1NC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,270.0,Cc1cc(OC(F)(F)F)ccc1NC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)[C@@H]2C[C@@H](F)C(=O)N2)C[C@H]1F,1000000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CC(F)C(=O)N2)C[C@H]1F
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)[C@@H]2C[C@H](F)C(=O)N2)C[C@H]1F,1000000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCN(C(=O)C2CC(F)C(=O)N2)C[C@H]1F
CC(=O)N1CCc2[nH]c(-c3n[nH]c4nc(-c5cc(F)c(O)cc5CC(F)(F)F)nc(NCc5cc(O)ccc5N(C)S(C)(=O)=O)c34)nc2C1,14.4,CC(=O)N1CCc2[nH]c(-c3[nH]nc4nc(-c5cc(F)c(O)cc5CC(F)(F)F)nc(NCc5cc(O)ccc5N(C)S(C)(=O)=O)c34)nc2C1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)c2nc(=O)[nH][nH]2)C1,1000000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@@H]1CCN(C(=O)c2n[nH]c(=O)[nH]2)C1
CN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C(=N)C(N)=O)S(=O)(=O)c1ccccc1,124.0,CN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc(N)c1C(=N)C(N)=O)S(=O)(=O)c1ccccc1
CN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]nc(C(N)=O)c12)S(C)(=O)=O,18.3,CN(c1ccccc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)nc2[nH]nc(C(N)=O)c12)S(C)(=O)=O
ClC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,62.0,ClC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1
CN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)Nc3ccc(NCCO)nc3)c12)S(C)(=O)=O,22.2,CN(c1ccc(O)cc1CNc1nc(-c2cc(F)c(O)cc2CC(F)(F)F)cc2[nH]nc(C(=O)Nc3ccc(NCCO)nc3)c12)S(C)(=O)=O
N#CCCN(CCC#N)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,2.5,N#CCCN(CCC#N)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCCN(C(=O)CO)C1,394000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCCN(C(=O)CO)C1
N#Cc1ccc(CCN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,330.0,N#Cc1ccc(CCN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1
N#Cc1cccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)c1,657000.0,N#Cc1cccc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)c1
CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3Cl)n2)cc1,36.97,CNC(=O)c1ccc(Nc2ncc(C(F)(F)F)c(NCc3ccccc3Cl)n2)cc1
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCNC[C@H]1F,409000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)n2)ccc1O[C@H]1CCNC[C@H]1F
N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)c(F)c3)n2)ccc1OC1CCS(=O)(=O)CC1,527000.0,N#Cc1cc(-c2ncnc(Nc3ccc(N4CCN(C5COC5)CC4)c(F)c3)n2)ccc1OC1CCS(=O)(=O)CC1
